62817.2,-598618,0.891898
62808.1,-598611,0.95693
62808.1,-598611,0.956242
62808.1,-598611,0.958195
62808.1,-598611,0.960363
62808.1,-598611,0.960768
62808.1,-598611,0.961697
62808.1,-598611,0.960647
62808.1,-598611,0.959938
62808.1,-598611,0.961496
62808.1,-598611,0.962469
62808.1,-598611,0.960298
62808.1,-598611,0.96014
62808.1,-598611,0.960916
62808.1,-598611,0.961313
62808.1,-598611,0.96241
62808.1,-598611,0.960406
62808.1,-598611,0.961178
62808.1,-598611,0.960116
62808.1,-598611,0.960127
62808.1,-598611,0.961961
62808.1,-598611,0.963507
62808.1,-598611,0.965763
62808.1,-598611,0.963468
62808.1,-598611,0.960323
62808.1,-598611,0.959989
62808.1,-598611,0.964148
62808.1,-598611,0.962543
62808.1,-598611,0.963349
62808.1,-598611,0.961859
62808.1,-598611,0.961879
62808.1,-598611,0.961088
62808.1,-598611,0.96232
62808.1,-598611,0.962705
62808.1,-598611,0.960963
62808.1,-598611,0.962663
62808.1,-598611,0.96372
62808.1,-598611,0.961996
62808.1,-598611,0.960965
62808.1,-598611,0.960987
62808.1,-598611,0.963507
62808.1,-598611,0.963342
62808.1,-598611,0.96319
62808.1,-598611,0.963564
62808.1,-598611,0.960464
62808.1,-598611,0.964548
62808.1,-598611,0.964619
62808.1,-598611,0.964624
62808.1,-598611,0.962682
62808.1,-598611,0.959231
62808.1,-598611,0.963067
62808.1,-598611,0.961385
62808.1,-598611,0.963081
62808.1,-598611,0.962852
62808.1,-598611,0.962816
62808.1,-598611,0.962213
62808.1,-598611,0.96259
62808.1,-598611,0.960612
62808.1,-598611,0.962503
62808.1,-598611,0.962813
62808.1,-598611,0.961786
62808.1,-598611,0.961428
62808.1,-598611,0.960947
62808.1,-598611,0.962257
62808.1,-598611,0.960004
62808.1,-598611,0.961082
62808.1,-598611,0.958252
62808.1,-598611,0.960973
62808.1,-598611,0.960844
62808.1,-598611,0.962359
62808.1,-598611,0.96408
62808.1,-598611,0.963532
62808.1,-598611,0.963387
62808.1,-598611,0.963847
62808.1,-598611,0.962526
62808.1,-598611,0.962701
62808.1,-598611,0.961166
62808.1,-598611,0.960892
62808.1,-598611,0.961047
62808.1,-598611,0.959802
62808.1,-598611,0.959158
62808.1,-598611,0.961391
62808.1,-598611,0.96147
62808.1,-598611,0.960178
62808.1,-598611,0.960344
62808.1,-598611,0.960639
62808.1,-598611,0.960538
62808.1,-598611,0.961727
62808.1,-598611,0.959993
62808.1,-598611,0.956168
62808.1,-598611,0.961527
62808.1,-598611,0.960248
62808.1,-598611,0.959786
62808.2,-598611,0.958192
62808.2,-598611,0.956808
62808.2,-598611,0.955294
